SSREQCTL.
Cur Time : 4211.545000sec
drop count = 0, drop time = 0.000000sec, high water mark = 0

	TIME(sys)	FILE	FUNCTION	LINE	STRING
11.639582	rcinit_rex.c	TASK_ENTRY	180	task begins group 1 task_hash 7898 task_name qsh
11.639673	rcinit_rex.c	TASK_ENTRY	180	task begins group 1 task_hash 7a00 task_name sip
11.639680	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 1 task_hash 7a00 task_name sip
11.639732	rcinit_rex.c	TASK_ENTRY	180	task begins group 1 task_hash 78d3 task_name rfs
11.639745	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 1 task_hash 78d3 task_name rfs
11.639821	rcinit_rex.c	TASK_ENTRY	180	task begins group 1 task_hash 6a7c45e task_name daemon
11.639829	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 1 task_hash 6a7c45e task_name daemon
11.639968	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 1 task_hash 7898 task_name qsh
11.640066	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 1 task_hash 9ed4b52 task_name npascheduler
11.640114	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 9780f54 func_name ssm_parser_post_init
11.640117	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 9780f54 func_name ssm_parser_post_init
11.640123	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 67ba76d func_name adsppm
11.640164	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 67ba76d func_name adsppm
11.640170	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 7751c09 func_name adsppm_qdi
11.640205	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 7751c09 func_name adsppm_qdi
11.640211	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 83f698c func_name qmi_sil
11.640213	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 83f698c func_name qmi_sil
11.640218	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash eb6e6f4 func_name sys_m_diag_init
11.640236	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash eb6e6f4 func_name sys_m_diag_init
11.640242	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 67a3 func_name adc
11.640777	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 67a3 func_name adc
11.640784	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash a95a907 func_name adc_diag
11.640810	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash a95a907 func_name adc_diag
11.640816	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 37849c4 func_name hwevent_init
11.640817	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 37849c4 func_name hwevent_init
11.640823	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 7861d16 func_name apr_kdrv
11.640967	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 7861d16 func_name apr_kdrv
11.640973	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 8aa50f4 func_name product_info_init
11.640974	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 8aa50f4 func_name product_info_init
11.640980	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 96dfb64 func_name timer_post_init
11.641017	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 96dfb64 func_name timer_post_init
11.641024	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash dad7502 func_name dlpager_lpr
11.641128	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash dad7502 func_name dlpager_lpr
11.641134	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 69a742 func_name ccpmr
11.641528	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 69a742 func_name ccpmr
11.641534	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash fbb4714 func_name ulog_backend
11.641536	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash fbb4714 func_name ulog_backend
11.641541	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 5e6eb7b func_name integrity_check
11.641557	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 5e6eb7b func_name integrity_check
11.641563	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash d707bdb func_name perf_shutdown_crash_hook
11.641578	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash d707bdb func_name perf_shutdown_crash_hook
11.641584	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 6cdd092 func_name glink_lb_server
11.641707	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 6cdd092 func_name glink_lb_server
11.641713	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash ae071a4 func_name err_inject_crash_init
11.641728	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash ae071a4 func_name err_inject_crash_init
11.641734	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 41b9374 func_name ssm_och_delayed_init
11.642902	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 41b9374 func_name ssm_och_delayed_init
11.642909	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 59216b7 func_name tsens_diag
11.642993	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 59216b7 func_name tsens_diag
11.642999	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 8e95be func_name time_init_config_function
11.644070	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 8e95be func_name time_init_config_function
11.644077	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash 979d7d4 func_name modem_cfg_init
11.644154	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash 979d7d4 func_name modem_cfg_init
11.644160	rcinit_init_root.c	rcinit_worker	103	function enter group 2 func_hash c359a34 func_name vmem_init
11.644236	rcinit_init_root.c	rcinit_worker	128	function exit group 2 func_hash c359a34 func_name vmem_init
11.644339	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 2 task_hash 93d1d2 task_name adsppm_asyncmgr
11.644355	rcinit_rex.c	TASK_ENTRY	180	task begins group 2 task_hash 3b6d26 task_name time_srv
11.644492	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 2 task_hash 3b6d26 task_name time_srv
11.644684	rcinit_rex.c	TASK_ENTRY	180	task begins group 2 task_hash ac32d97 task_name modem_cfg
11.644752	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 2 task_hash 7d3bd task_name vmem
11.644793	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 2 task_hash a775222 task_name adsppm_cb
11.672551	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 2 task_hash ac32d97 task_name modem_cfg
11.672610	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash c791a84 func_name mm_extern_init
11.672695	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash c791a84 func_name mm_extern_init
11.672700	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash de75af4 func_name mmgsdi_slot2_init
11.672842	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash de75af4 func_name mmgsdi_slot2_init
11.672848	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 2b2d41e func_name rf_task_init_function
11.672890	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 2b2d41e func_name rf_task_init_function
11.672896	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash a7caff4 func_name ipc_task_init
11.672916	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash a7caff4 func_name ipc_task_init
11.672922	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 6959f04 func_name sipc_init
11.672923	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 6959f04 func_name sipc_init
11.672928	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash bdcae64 func_name oemapimaininit
11.672930	oemapi_main.c	oemapi_main_init	106	register sipc cb 1
11.672931	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash bdcae64 func_name oemapimaininit
11.672936	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 73a6d func_name mcpm
11.675860	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 73a6d func_name mcpm
11.675869	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 2c3c794 func_name mcs_modem_init
11.676071	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 2c3c794 func_name mcs_modem_init
11.676077	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 7472d func_name mplm
11.676198	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 7472d func_name mplm
11.676203	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 412afe4 func_name ciq_task_init
11.676204	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 412afe4 func_name ciq_task_init
11.676210	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash dd75af4 func_name mmgsdi_slot1_init
11.676228	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash dd75af4 func_name mmgsdi_slot1_init
11.676233	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash fab1e23 func_name efs_rcinit_group_3_func
11.676236	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash fab1e23 func_name efs_rcinit_group_3_func
11.676242	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 7c5b2f4 func_name hwio_cap_init
11.676256	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 7c5b2f4 func_name hwio_cap_init
11.676262	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 6a3869 func_name cmapi
11.676266	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 6a3869 func_name cmapi
11.676273	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 7a6a5d func_name spcom
11.676322	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 7a6a5d func_name spcom
11.676328	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 4823fb4 func_name vstmr_init
11.676350	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 4823fb4 func_name vstmr_init
11.676355	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash c859a94 func_name wci2_init
11.678496	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash c859a94 func_name wci2_init
11.678503	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash c60b7f4 func_name ss_qmi_server_start
11.678573	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash c60b7f4 func_name ss_qmi_server_start
11.678579	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 7cbff73 func_name ss_diag_init3
11.678595	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 7cbff73 func_name ss_diag_init3
11.678601	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 68f3b94 func_name fws_rcinit
11.679169	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 68f3b94 func_name fws_rcinit
11.679178	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash af5ab94 func_name gsdi_init
11.679763	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash af5ab94 func_name gsdi_init
11.679769	rcinit_init_root.c	rcinit_worker	103	function enter group 3 func_hash 6959f34 func_name slpc_init
11.679827	rcinit_init_root.c	rcinit_worker	128	function exit group 3 func_hash 6959f34 func_name slpc_init
11.680152	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 7063 task_name ipc
11.680161	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 7063 task_name ipc
11.680182	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 336dceb task_name mplm_task
11.680259	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 675adc task_name ipa_ctl
11.680410	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 8c58703 task_name rf_apps
11.680418	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 8c58703 task_name rf_apps
11.680497	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 70676bc task_name ipa_ul
11.680538	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 70676bc task_name ipa_ul
11.680558	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash e2d2f36 task_name dsmsgr_recv
11.680580	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash a3692f8 task_name slpc_1x
11.680588	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash a3692f8 task_name slpc_1x
11.680868	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 78c21 task_name rf_1
11.680927	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 3695912 task_name slpc_hdr
11.680935	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 3695912 task_name slpc_hdr
11.680985	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 78c21 task_name rf_1
11.681012	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 675adc task_name ipa_ctl
11.681211	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 78c22 task_name rf_2
11.681257	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 78c22 task_name rf_2
11.681270	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 96a3a51 task_name slpc_wcdma
11.681277	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 96a3a51 task_name slpc_wcdma
11.681324	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6a3a5d2 task_name slpc_wcdma2
11.681331	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6a3a5d2 task_name slpc_wcdma2
11.681472	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 78c5f3 task_name rf_ic
11.681480	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 78c5f3 task_name rf_ic
11.681748	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 786 task_name rf
11.784289	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 786 task_name rf
11.784346	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 3696d13 task_name slpc_tds
11.784354	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 3696d13 task_name slpc_tds
11.784500	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash ab22bb5 task_name rflte_core
11.784514	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash ab22bb5 task_name rflte_core
11.784649	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6dad task_name ftm
11.784658	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6dad task_name ftm
11.784702	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 3696405 task_name slpc_lte
11.784709	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 3696405 task_name slpc_lte
11.784751	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 7e6a3fc task_name ota_firewall
11.784789	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 369593d task_name slpc_gsm
11.784796	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 369593d task_name slpc_gsm
11.784937	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash c5dee20 task_name rf_fwrsp
11.784948	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash c5dee20 task_name rf_fwrsp
11.785086	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 642 task_name a2
11.785173	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 70675ac task_name ipa_dl
11.785215	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash c75d927 task_name rfa_fwsw
11.785224	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash c75d927 task_name rfa_fwsw
11.785231	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 70675ac task_name ipa_dl
11.785370	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 677170 task_name ipa_zip
11.785385	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 677170 task_name ipa_zip
11.785457	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6486357 task_name a2_log
11.785475	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6486357 task_name a2_log
11.785514	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6959433 task_name slpc_gsm3
11.785521	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6959433 task_name slpc_gsm3
11.785556	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 642 task_name a2
11.785569	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6959432 task_name slpc_gsm2
11.785577	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6959432 task_name slpc_gsm2
11.785722	rcinit_rex.c	TASK_ENTRY	180	task begins group 3 task_hash 6a01 task_name ciq
11.785786	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 821ded8 task_name vstmr_epoch
11.785839	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6de3 task_name fws
11.785878	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 3 task_hash 6a01 task_name ciq
11.786021	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash fada974 func_name wl2_ul_1_init
11.786026	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash fada974 func_name wl2_ul_1_init
11.786031	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 2724534 func_name uim_1_init
11.786051	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 2724534 func_name uim_1_init
11.786057	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 19016c4 func_name tds_l2_ul_init
11.786070	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 19016c4 func_name tds_l2_ul_init
11.786075	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash bfb5da4 func_name hdrdec_init
11.786084	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash bfb5da4 func_name hdrdec_init
11.786090	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 98b420e func_name gsm_rlc_ul_2_fn
11.786126	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 98b420e func_name gsm_rlc_ul_2_fn
11.786132	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 65ea2 func_name gsm_llc_fn_t_2
11.786138	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 65ea2 func_name gsm_llc_fn_t_2
11.786144	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash fbda974 func_name wl2_ul_0_init
11.786147	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash fbda974 func_name wl2_ul_0_init
11.786153	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 7c98c8e func_name gsm_rlc_ul_fn
11.786208	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 7c98c8e func_name gsm_rlc_ul_fn
11.786214	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 65ea1 func_name gsm_llc_fn_t_1
11.786218	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 65ea1 func_name gsm_llc_fn_t_1
11.786224	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 3933094 func_name hdrmc_init
11.786906	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 3933094 func_name hdrmc_init
11.786914	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 3aa0184 func_name uimqmi_init
11.787182	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 3aa0184 func_name uimqmi_init
11.787193	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 29016f4 func_name tds_l2_dl_init
11.787197	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 29016f4 func_name tds_l2_dl_init
11.787204	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash be60574 func_name tx_init
11.787416	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash be60574 func_name tx_init
11.787424	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash e0eabb4 func_name simlock_task_init
11.787435	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash e0eabb4 func_name simlock_task_init
11.787442	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash f3e7394 func_name tds_rrc_init
11.787507	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash f3e7394 func_name tds_rrc_init
11.787513	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash f2f5e54 func_name tds_l1_init
11.787557	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash f2f5e54 func_name tds_l1_init
11.787563	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash ae5adc4 func_name auth_init
11.787627	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash ae5adc4 func_name auth_init
11.787634	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash c76af9b func_name iva_task
11.788308	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash c76af9b func_name iva_task
11.788317	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 6565209 func_name pm_comm_qdi
11.788320	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 6565209 func_name pm_comm_qdi
11.788326	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 9e33094 func_name hdrrx_init
11.788344	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 9e33094 func_name hdrrx_init
11.788351	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash f4e7f84 func_name hdrsrch_init
11.788594	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash f4e7f84 func_name hdrsrch_init
11.788600	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash b3bac64 func_name tds_mac_hs_dl_init
11.788601	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash b3bac64 func_name tds_mac_hs_dl_init
11.788607	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash ae60564 func_name dh_init
11.788658	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash ae60564 func_name dh_init
11.788664	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash be59ef4 func_name rxtx_init
11.788776	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash be59ef4 func_name rxtx_init
11.788783	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash fbdc074 func_name wl2_dl_0_init
11.788787	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash fbdc074 func_name wl2_dl_0_init
11.788793	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 9e59f84 func_name srch_init
11.788930	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 9e59f84 func_name srch_init
11.788938	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash a8b423e func_name gsm_rlc_dl_2_fn
11.788963	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash a8b423e func_name gsm_rlc_dl_2_fn
11.788969	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash fadc074 func_name wl2_dl_1_init
11.788977	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash fadc074 func_name wl2_dl_1_init
11.788983	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 7fa8c8e func_name gsm_rlc_dl_fn
11.789001	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 7fa8c8e func_name gsm_rlc_dl_fn
11.789007	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 22a6e44 func_name policyman_init
11.789071	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 22a6e44 func_name policyman_init
11.789077	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash f38d3a4 func_name trm_taskinit
11.789137	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash f38d3a4 func_name trm_taskinit
11.789143	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 2c4756e func_name mcs_modem_main
11.790270	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 2c4756e func_name mcs_modem_main
11.790276	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 92c0d9e func_name mcs_modem_run
11.790278	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 92c0d9e func_name mcs_modem_run
11.790284	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 2824534 func_name uim_2_init
11.790296	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 2824534 func_name uim_2_init
11.790303	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 6783e6e func_name sp_initialization
11.790306	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 6783e6e func_name sp_initialization
11.790312	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 9e60574 func_name rx_init
11.790331	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 9e60574 func_name rx_init
11.790337	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 3960574 func_name mc_init
11.790767	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 3960574 func_name mc_init
11.790775	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash be33094 func_name hdrtx_init
11.790933	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash be33094 func_name hdrtx_init
11.790939	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 962e804 func_name wcdma_l1_1_init
11.790980	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 962e804 func_name wcdma_l1_1_init
11.790989	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash eb82954 func_name tcxomgr_taskinit
11.790993	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash eb82954 func_name tcxomgr_taskinit
11.790999	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 972e804 func_name wcdma_l1_0_init
11.791115	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 972e804 func_name wcdma_l1_0_init
11.791123	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash b15aba4 func_name gstk_init
11.791258	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash b15aba4 func_name gstk_init
11.791264	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash 74b0f84 func_name hitapp_init
11.791265	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash 74b0f84 func_name hitapp_init
11.791270	rcinit_init_root.c	rcinit_worker	103	function enter group 4 func_hash b72aff4 func_name lpa_task_init
11.791300	rcinit_init_root.c	rcinit_worker	128	function exit group 4 func_hash b72aff4 func_name lpa_task_init
11.791568	rcinit_rex.c	TASK_ENTRY	180	task begins group 4 task_hash a363181 task_name gsm_mac1
11.791577	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 4 task_hash a363181 task_name gsm_mac1
11.791667	rcinit_rex.c	TASK_ENTRY	180	task begins group 4 task_hash a363182 task_name gsm_mac2
11.791674	rcinit_init_root.c	rcinit_handshake_init	254	handshake group 4 task_hash a363182 task_name gsm_mac2
