SLBM_LOG.
Cur Time : 4211.436000sec
drop count = 0, drop time = 0.000000sec, high water mark = 0

	TIME(sys)	FILE	FUNCTION	LINE	STRING
2778.422857	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2778.422889	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2782.254632	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2815.534452	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2815.535055	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2815.535109	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2820.654666	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2849.117045	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2849.117060	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2849.117082	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2855.222471	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2876.993358	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2876.993554	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2876.993642	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2879.546771	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2902.560253	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2902.560303	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2902.560391	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2907.689981	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2935.869744	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2935.869921	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2935.869963	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2937.150225	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2970.414694	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2970.415940	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2970.416061	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2974.270193	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
2994.734776	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
2994.735318	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
2994.735356	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
2996.261571	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3013.952309	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3013.952342	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3013.952440	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3019.070357	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3035.959988	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3035.959994	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3035.960019	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3042.102965	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3059.211400	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3059.211407	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3059.211429	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3065.120982	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3080.511330	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3080.511666	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3080.511734	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3083.261573	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3100.990315	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3100.990916	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3100.991000	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3106.261575	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3124.242123	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3124.242129	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3124.242157	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3127.870539	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3149.634168	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3149.634450	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3149.634705	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3150.904715	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3181.862301	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3181.862310	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3181.862336	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3186.754713	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3209.765179	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3209.765522	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3209.765593	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3211.070823	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3236.659516	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3236.659521	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3236.659559	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3241.791098	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3264.830047	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3264.830381	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3264.830441	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3266.110294	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3296.065227	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3296.065235	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3296.065267	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3299.353465	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3316.010450	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3316.010932	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3316.010970	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3317.295562	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3349.295747	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3349.296102	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3349.296149	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3354.406281	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3364.671003	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3364.671652	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3364.671705	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3365.950420	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3396.898852	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3396.898858	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3396.898882	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3400.501477	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3415.870568	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3415.871467	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3415.871492	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3418.405762	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3447.061790	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3447.061810	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3447.062406	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3447.834673	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3473.679173	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3473.679181	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3473.679211	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3476.031577	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3492.662817	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3492.663274	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3492.663317	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3497.781321	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3520.830574	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3520.831573	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3520.831731	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3522.111036	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3551.744581	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3551.744588	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3551.744608	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3556.675990	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3576.170495	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3576.170503	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3576.170521	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3580.991767	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3606.590843	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3606.591139	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3606.591332	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3611.711022	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3638.591021	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3638.591979	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3638.592048	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3641.151192	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3674.431038	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3674.431044	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3674.431082	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3676.961681	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3701.281552	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3701.282065	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3701.282097	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3706.411506	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3720.951574	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3720.951581	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3720.951602	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3721.754949	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3735.841749	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3735.841759	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3735.841909	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3738.406696	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3771.690843	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3771.690848	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3771.690886	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3774.261493	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3797.281234	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3797.282192	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3797.282294	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3802.432263	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3828.016178	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3828.016200	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3828.016240	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3834.409486	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3852.348338	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3852.348343	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3852.348373	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3857.463860	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3871.808910	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3871.808918	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3871.808943	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3875.374586	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3902.316281	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3902.316292	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3902.316332	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3906.100168	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3932.987568	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3932.987960	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3932.988368	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3936.820125	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3967.540481	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3967.540486	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3967.540520	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
3972.660236	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
3999.540579	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
3999.540584	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
3999.540619	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4002.106955	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4026.657236	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4026.657248	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4026.657289	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4030.261565	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4050.747123	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4050.748467	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4050.748501	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4054.580267	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4067.670543	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4067.670549	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4067.670567	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4072.496518	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4099.380483	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4099.380525	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4099.380565	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4101.940672	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4113.434987	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4113.435027	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4113.435073	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4119.865767	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4128.816563	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4128.816568	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4128.816604	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4130.098547	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4159.540950	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4159.540956	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4159.540993	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4165.940382	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec
4194.100965	ss_log_buffer_mgr.c	slbm_buf_alloc	354	set SIG compress
4194.100971	ss_log_buffer_mgr.c	slbm_store	460	Star : Raw
4194.101010	ss_log_buffer_mgr.c	slbm_store	439	Done proccessed blocks = 1
4195.380450	ss_log_buffer_mgr.c	slbm_calculate_data_rate	752	1 kbyte/sec

------------------------------------------------------
Used msg ram =  63.476563 %
Time :  21.816064 ~ 4195.380450 sec, Total = 4173.564387 sec
Elapsed time for making this log =   0.068000 sec
------------------------------------------------------
