MCFG.
Cur Time : 4211.111000sec
drop count = 0, drop time = 0.000000sec, high water mark = 0

	TIME(sys)	FILE	LINE	STRING
12.066642	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c115a684
12.066644	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.071815	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.071848	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 9
12.071851	mcfg_refresh.c	1538	mcfg_refresh_add_client order 3 cb d01510e4
12.071853	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.086913	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.086928	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 10
12.086932	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d04705cc
12.086935	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.087699	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.088329	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 4
12.089052	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 11
12.089055	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c104c5cc
12.089058	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 3
12.089062	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 12
12.089063	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c104c5cc
12.089065	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.089249	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.089343	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 13
12.089346	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d0f01878
12.089498	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.097949	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.097964	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 14
12.097967	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d0ce6908
12.097969	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.099172	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.099184	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 15
12.099186	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c14341e8
12.099189	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.130842	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.130913	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 4
12.133184	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 5
12.133554	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 16
12.133558	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d01c0450
12.133561	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 4
12.133565	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 17
12.133566	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d029dbf4
12.133569	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 3
12.133571	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 18
12.133573	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d00a49d4
12.133575	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.136443	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.139138	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 4
12.141519	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 19
12.141524	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d017e48c
12.141527	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 3
12.141530	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 20
12.141532	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d00b1c50
12.141533	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.142921	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.143120	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 21
12.143123	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d0844bf8
12.143126	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.156379	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.156395	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 22
12.156398	mcfg_refresh.c	1538	mcfg_refresh_add_client order 7 cb d04dcd34
12.156400	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.163294	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.163308	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 23
12.163311	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb d0f5edd8
12.163313	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.183128	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.183450	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 24
12.183512	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c0caba08
12.183515	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
12.193241	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
12.193266	mcfg_refresh.c	1523	mcfg_malloc, mcfg_heap_blocks 25
12.193269	mcfg_refresh.c	1538	mcfg_refresh_add_client order 5 cb c0cc9a0c
12.193272	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
16.097992	mcfg_uim.c	1768	Got card event 1 on slot index 0; sending cmd
16.098183	mcfg_task.c	584	mcfg_malloc, mcfg_heap_blocks 3
16.098365	mcfg_uim.c	1818	Processing MMGSDI event 1 for session ca4b9736
16.098461	mcfg_uim.c	1852	Card is not available slot 1 index 0
16.098464	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 2
21.673276	mcfg_task.c	515	mcfg_free, mcfg_heap_blocks 1
21.691353	mcfg_remote.c	1045	inside mcfg_remote_update_required
21.691412	mcfg_nv.c	559	mcfg_nv_build_path status 0
21.691476	mcfg_nv.c	601	mcfg_nv_read status 0
21.691477	mcfg_remote.c	1054	inside mcfg_remote_update_required after reading prev rfs digest version
21.691529	mcfg_remote.c	1061	digest_path_info: /readonly/firmware/image/modem_pr/mcfg/configs/mcfg_hw/mbn_hw.dig
21.698892	mcfg_remote.c	1071	mcfg_remote_update_required: success in opening the file : /readonly/firmware/image/modem_pr/mcfg/configs/mcfg_hw/mbn_hw.dig
21.698900	mcfg_remote.c	95	rfs_seek ret 0
21.704675	mcfg_remote.c	101	rfs_read ret 32
21.704693	mcfg_remote.c	1079	mcfg_remote_update_required: curr_mcfg_remote_digest after reading file : ã°ÄB˜üšûôÈ™o¹$'®Aäd›“L¤•™xR¸U
21.704695	mcfg_remote.c	1083	prev and curr remote digest version is same for cfg_type : (0)!
21.704752	mcfg_remote.c	1164	mcfg_remote_discover: update not required for cfg type 0 
21.704753	mcfg_remote.c	1045	inside mcfg_remote_update_required
21.704756	mcfg_nv.c	559	mcfg_nv_build_path status 0
21.704809	mcfg_nv.c	601	mcfg_nv_read status 0
21.704811	mcfg_remote.c	1054	inside mcfg_remote_update_required after reading prev rfs digest version
21.704821	mcfg_remote.c	1061	digest_path_info: /readonly/firmware/image/modem_pr/mcfg/configs/mcfg_sw/mbn_sw.dig
21.711077	mcfg_remote.c	1071	mcfg_remote_update_required: success in opening the file : /readonly/firmware/image/modem_pr/mcfg/configs/mcfg_sw/mbn_sw.dig
21.711082	mcfg_remote.c	95	rfs_seek ret 0
21.724408	mcfg_remote.c	101	rfs_read ret 32
21.724426	mcfg_remote.c	1079	mcfg_remote_update_required: curr_mcfg_remote_digest after reading file : ø†æSF·(§°Z§ó^ÍÑZy‰i9•Ž2J/·µ
21.724428	mcfg_remote.c	1083	prev and curr remote digest version is same for cfg_type : (1)!
21.724430	mcfg_remote.c	1164	mcfg_remote_discover: update not required for cfg type 1 
21.724432	mcfg_remote.c	1264	mcfg_remote_discover: success 
21.724541	mcfg_utils.c	2235	check pending_config_available type 0 sub 0
21.724703	mcfg_utils.c	2241	No selected config for type 0 sub 0
21.724790	mcfg_uim.c	292	mcfg_uim_nv_autoselect_enabled for sloti 0
21.724794	mcfg_uim.c	303	autoselect_nv 0x00 for slot 0
21.724796	mcfg_uim.c	320	mcfg_uim_nv_autoselect_enabled NV=0
21.724797	mcfg_uim.c	292	mcfg_uim_nv_autoselect_enabled for sloti 1
21.724798	mcfg_uim.c	303	autoselect_nv 0x00 for slot 1
21.724799	mcfg_uim.c	320	mcfg_uim_nv_autoselect_enabled NV=0
21.724801	mcfg_uim.c	292	mcfg_uim_nv_autoselect_enabled for sloti 0
21.724802	mcfg_uim.c	303	autoselect_nv 0x00 for slot 0
21.724803	mcfg_uim.c	320	mcfg_uim_nv_autoselect_enabled NV=0
21.724804	mcfg_uim.c	292	mcfg_uim_nv_autoselect_enabled for sloti 1
21.724805	mcfg_uim.c	303	autoselect_nv 0x00 for slot 1
21.724806	mcfg_uim.c	320	mcfg_uim_nv_autoselect_enabled NV=0
21.724808	mcfg_remote.c	1373	ss_check_mfcg_cnt :  ==== mcfg count check - start ====
21.724810	mcfg_remote.c	994	inside mcfg_remote_customized_list_file...
21.726866	mcfg_remote.c	1005	mcfg_remote_customized_list_file: Failed to open file for cust_path_info with err_no: -1
21.726880	mcfg_remote.c	1395	ss_check_mfcg_cnt: path_info is /readonly/firmware/image/modem_pr/mcfg/configs/mcfg_sw/mbn_sw.txt 
21.763248	mcfg_remote.c	1410	ss_check_mfcg_cnt: stat.st_size is 326 
21.763253	mcfg_remote.c	1412	mcfg_malloc, mcfg_heap_blocks 1
21.763258	mcfg_remote.c	95	rfs_seek ret 0
21.774813	mcfg_remote.c	101	rfs_read ret 326
21.774816	mcfg_remote.c	1429	ss_check_mfcg_cnt: line_offset before while loop starts is 0  and stat.st_size is 326 
21.774883	mcfg_utils.c	3149	read_one_line bufsize 327 offset 0
21.774885	mcfg_utils.c	3169	read_one_line complete at offset 0 ~ 43
21.774892	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/na/att/firstnet/mcfg_sw.mbn
21.774909	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/na/att/firstnet/mcfg_sw.mbn and  and line_offset is 43 :
21.774913	mcfg_utils.c	3149	read_one_line bufsize 327 offset 43
21.774914	mcfg_utils.c	3161	read_one_line skip \r & \n 43
21.774915	mcfg_utils.c	3161	read_one_line skip \r & \n 44
21.774917	mcfg_utils.c	3169	read_one_line complete at offset 45 ~ 85
21.774922	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/na/att/volte/mcfg_sw.mbn
21.774940	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/na/att/volte/mcfg_sw.mbn and  and line_offset is 85 :
21.774946	mcfg_utils.c	3149	read_one_line bufsize 327 offset 85
21.774947	mcfg_utils.c	3161	read_one_line skip \r & \n 85
21.774948	mcfg_utils.c	3161	read_one_line skip \r & \n 86
21.774950	mcfg_utils.c	3169	read_one_line complete at offset 87 ~ 133
21.774955	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/na/sprint/commerci/mcfg_sw.mbn
21.774971	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/na/sprint/commerci/mcfg_sw.mbn and  and line_offset is 133 :
21.774976	mcfg_utils.c	3149	read_one_line bufsize 327 offset 133
21.774977	mcfg_utils.c	3161	read_one_line skip \r & \n 133
21.774977	mcfg_utils.c	3161	read_one_line skip \r & \n 134
21.774979	mcfg_utils.c	3169	read_one_line complete at offset 135 ~ 179
21.774983	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/na/uscc/commerci/mcfg_sw.mbn
21.774999	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/na/uscc/commerci/mcfg_sw.mbn and  and line_offset is 179 :
21.775004	mcfg_utils.c	3149	read_one_line bufsize 327 offset 179
21.775005	mcfg_utils.c	3161	read_one_line skip \r & \n 179
21.775006	mcfg_utils.c	3161	read_one_line skip \r & \n 180
21.775008	mcfg_utils.c	3169	read_one_line complete at offset 181 ~ 226
21.775013	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/na/verizon/hvolte/mcfg_sw.mbn
21.775029	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/na/verizon/hvolte/mcfg_sw.mbn and  and line_offset is 226 :
21.775034	mcfg_utils.c	3149	read_one_line bufsize 327 offset 226
21.775035	mcfg_utils.c	3161	read_one_line skip \r & \n 226
21.775036	mcfg_utils.c	3161	read_one_line skip \r & \n 227
21.775037	mcfg_utils.c	3169	read_one_line complete at offset 228 ~ 275
21.775042	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/common/row/gen_3gpp/mcfg_sw.mbn
21.775057	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/common/row/gen_3gpp/mcfg_sw.mbn and  and line_offset is 275 :
21.775061	mcfg_utils.c	3149	read_one_line bufsize 327 offset 275
21.775062	mcfg_utils.c	3161	read_one_line skip \r & \n 275
21.775063	mcfg_utils.c	3161	read_one_line skip \r & \n 276
21.775064	mcfg_utils.c	3169	read_one_line complete at offset 277 ~ 326
21.775069	mcfg_utils.c	3181	read_one_line mcfg_sw/generic/common/world/commerci/mcfg_sw.mbn
21.775084	mcfg_remote.c	1432	ss_check_mfcg_cnt: line read is : mcfg_sw/generic/common/world/commerci/mcfg_sw.mbn and  and line_offset is 326 :
21.775089	mcfg_remote.c	1441	mcfg_free, mcfg_heap_blocks 0
21.775093	mcfg_map.c	942	mcfg_print: loaded config list
21.775138	mcfg_map.c	926	mcfg_print: type 1 sub 0 active len 20 id:C0~1A
21.775708	mcfg_utils.c	917	Config: ROW
21.775708	mcfg_utils.c	921	Config ROW
21.775711	mcfg_map.c	936	mcfg_print: type 1 sub 0 pendng len 20 id:C0~1A
21.775894	mcfg_utils.c	917	Config: ROW
21.775895	mcfg_utils.c	921	Config ROW
21.775896	mcfg_map.c	942	mcfg_print: loaded config list
21.776093	mcfg_utils.c	917	Config: ROW
21.776094	mcfg_utils.c	921	Config ROW
21.776288	mcfg_utils.c	917	Config: WRD
21.776288	mcfg_utils.c	921	Config WRD
21.776468	mcfg_utils.c	917	Config: VZW
21.776469	mcfg_utils.c	921	Config VZW
21.776650	mcfg_utils.c	917	Config: USC
21.776650	mcfg_utils.c	921	Config USC
21.776822	mcfg_utils.c	917	Config: SPR
21.776823	mcfg_utils.c	921	Config SPR
21.777002	mcfg_utils.c	917	Config: ATT
21.777002	mcfg_utils.c	921	Config ATT
21.777183	mcfg_utils.c	917	Config: FirstNet
21.777184	mcfg_utils.c	921	Config Fir
21.777198	mcfg_remote.c	1456	ss_check_mfcg_cnt :  ==== mcfg count check - end ====
21.777203	mcfg_task.c	636	mcfg_free, mcfg_heap_blocks 0
87.692341	mcfg_utils.c	2578	[DEBUG] mcfg_utils_mcfg_list [0 0]
87.692345	mcfg_map.c	942	mcfg_print: loaded config list
87.692347	mcfg_map.c	926	mcfg_print: type 1 sub 0 active len 20 id:C0~1A
87.692578	mcfg_utils.c	917	Config: ROW
87.692578	mcfg_utils.c	921	Config ROW
87.692580	mcfg_map.c	936	mcfg_print: type 1 sub 0 pendng len 20 id:C0~1A
87.692753	mcfg_utils.c	917	Config: ROW
87.692754	mcfg_utils.c	921	Config ROW
87.692755	mcfg_map.c	942	mcfg_print: loaded config list
87.692929	mcfg_utils.c	917	Config: ROW
87.692929	mcfg_utils.c	921	Config ROW
87.693109	mcfg_utils.c	917	Config: WRD
87.693109	mcfg_utils.c	921	Config WRD
87.693287	mcfg_utils.c	917	Config: VZW
87.693287	mcfg_utils.c	921	Config VZW
87.693462	mcfg_utils.c	917	Config: USC
87.693462	mcfg_utils.c	921	Config USC
87.693631	mcfg_utils.c	917	Config: SPR
87.693631	mcfg_utils.c	921	Config SPR
87.693805	mcfg_utils.c	917	Config: ATT
87.693805	mcfg_utils.c	921	Config ATT
87.693984	mcfg_utils.c	917	Config: FirstNet
87.693984	mcfg_utils.c	921	Config Fir
87.694256	mcfg_utils.c	2613	[DEBUG] MBN[1] : ROW
87.694433	mcfg_utils.c	2613	[DEBUG] MBN[2] : WRD
87.694603	mcfg_utils.c	2613	[DEBUG] MBN[3] : VZW
87.694772	mcfg_utils.c	2613	[DEBUG] MBN[4] : USC
87.694934	mcfg_utils.c	2613	[DEBUG] MBN[5] : SPR
87.695100	mcfg_utils.c	2613	[DEBUG] MBN[6] : ATT
87.695274	mcfg_utils.c	2613	[DEBUG] MBN[7] : Fir
87.695276	mcfg_utils.c	2675	[DEBUG] num_configs [7] 

------------------------------------------------------
Used msg ram =  24.029541 %
Time :  11.644950 ~  87.695276 sec, Total =  76.050326 sec
Elapsed time for making this log =   0.074000 sec
------------------------------------------------------
