Start : 2843207, 86.767812sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 1261095912
Time Awake : 95458592
Sleep : 92.963158% Awake : 7.036842%
Log available 16 ~ 86sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
00000710568308	00037.008766	W	0.000038
00000710569040	00037.008804	S	0.000049
00000710569972	00037.008853	W	0.000038
00000710570696	00037.008890	S	0.000057
00000710571788	00037.008947	W	0.000020
00000710572168	00037.008967	S	0.000072
00000710573556	00037.009039	W	0.000094
00000710575360	00037.009133	S	0.915870
00000728160064	00037.925003	W	0.001865
00000728195872	00037.926868	S	0.006466
00000728320028	00037.933335	W	0.044836
00000729180876	00037.978171	S	1.226449
00000752728700	00039.204620	W	0.005894
00000752841872	00039.210514	S	0.000031
00000752842468	00039.210545	W	0.000063
00000752843684	00039.210609	S	0.002723
00000752895964	00039.213331	W	0.044825
00000753756612	00039.258157	S	1.226449
00000777304440	00040.484606	W	0.001891
00000777340744	00040.486497	S	0.001257
00000777364876	00040.487754	W	0.000216
00000777369016	00040.487970	S	0.001680
00000777401268	00040.489649	W	0.000046
00000777402156	00040.489696	S	0.003636
00000777471964	00040.493331	W	0.044827
00000778332636	00040.538158	S	1.088913
00000799239772	00041.627071	W	0.008164
00000799396528	00041.635236	S	0.000492
00000799405980	00041.635728	W	0.048587
00000800338844	00041.684315	S	0.080583
00000801886032	00041.764897	W	0.000278
00000801891360	00041.765175	S	0.008155
00000802047936	00041.773330	W	0.044810
00000802908284	00041.818140	S	0.197329
00000806697004	00042.015469	W	0.003067
00000806755888	00042.018536	S	1.024289
00000826422228	00043.042824	W	0.001908
00000826458868	00043.044733	S	0.006595
00000826585488	00043.051327	W	0.045859
00000827465984	00043.097187	S	0.681935
00000840559128	00043.779121	W	0.001165
00000840581488	00043.780286	S	0.000056
00000840582564	00043.780342	W	0.000039
00000840583320	00043.780381	S	0.000048
00000840584232	00043.780429	W	0.000021
00000840584628	00043.780449	S	0.000064
00000840585860	00043.780514	W	0.000093
00000840587652	00043.780607	S	0.541604
00000850986444	00044.322211	W	0.001894
