Start : 2843207, 86.767812sec

Sleep Statics
===== Client : 0 - MPSS =====
Time Sleep : 1261095912
Time Awake : 95458592
Sleep : 92.963158% Awake : 7.036842%
Log available 16 ~ 86sec
Client : 0, Discarded : 0
Client : 0, Discarded Time : 0

Time sclk	Time sec	Status	Duration
===== Client : 0 - MPSS =====
00000851022800	00044.324104	S	0.001355
00000851048812	00044.325459	W	0.000047
00000851049712	00044.325506	S	0.005818
00000851161412	00044.331324	W	0.129920
00000853655884	00044.461244	S	1.141298
00000875568812	00045.602542	W	0.001871
00000875604744	00045.604414	S	0.006913
00000875737468	00045.611326	W	0.039829
00000876502180	00045.651155	S	0.128452
00000878968464	00045.779607	W	0.000890
00000878985544	00045.780497	S	0.000051
00000878986516	00045.780548	W	0.000085
00000878988144	00045.780633	S	0.000094
00000878989948	00045.780726	W	0.000077
00000878991424	00045.780803	S	0.000047
00000878992332	00045.780851	W	0.000052
00000878993332	00045.780903	S	0.000100
00000878995248	00045.781002	W	0.000092
00000878997016	00045.781095	S	1.103088
00000900176308	00046.884183	W	0.001944
00000900213624	00046.886126	S	0.000684
00000900226756	00046.886810	W	0.000248
00000900231524	00046.887059	S	0.000062
00000900232708	00046.887120	W	0.000020
00000900233100	00046.887141	S	0.006180
00000900351764	00046.893321	W	0.044867
00000901213204	00046.938188	S	0.083587
00000902818076	00047.021775	W	0.000964
00000902836580	00047.022739	S	0.000062
00000902837764	00047.022800	W	0.000085
00000902839388	00047.022885	S	0.000101
00000902841320	00047.022985	W	0.000077
00000902842804	00047.023063	S	0.000048
00000902843724	00047.023111	W	0.000052
00000902844716	00047.023162	S	0.000098
00000902846604	00047.023261	W	0.000090
00000902848340	00047.023351	S	1.141246
00000924760272	00048.164597	W	0.001563
00000924790284	00048.166161	S	0.007162
00000924927800	00048.173323	W	0.044817
00000925788284	00048.218140	S	1.226281
00000949332888	00049.444421	W	0.001926
00000949369872	00049.446348	S	0.006977
00000949503828	00049.453324	W	0.044817
00000950364308	00049.498141	S	1.226326
00000973909772	00050.724467	W	0.002037
00000973948892	00050.726505	S	0.006820
00000974079832	00050.733325	W	0.044797
00000974939928	00050.778121	S	1.226299
00000998484864	00052.004420	W	0.001963
00000998522556	00052.006383	S	0.006938
00000998655768	00052.013321	W	0.113845
00001000841600	00052.127167	S	1.157290
00001023061564	00053.284456	W	0.002051
00001023100940	00053.286507	S	0.006814
00001023231760	00053.293321	W	0.096843
00001025091140	00053.390164	S	1.184618
00001047835812	00054.574782	W	0.002217
00001047878380	00054.576999	S	0.000151
00001047881288	00054.577150	W	0.000020
00001047881664	00054.577170	S	0.006448
00001048005460	00054.583618	W	0.124526
00001050396368	00054.708144	S	1.146623
00001072411520	00055.854767	W	0.001995
00001072449816	00055.856761	S	0.006858
00001072581496	00055.863620	W	0.034496
00001073243820	00055.898116	S	1.241425
00001097079180	00057.139541	W	0.002014
00001097117856	00057.141555	S	0.002064
00001097157476	00057.143619	W	0.034531
00001097820472	00057.178150	S	1.236557
00001121562376	00058.414707	W	0.002087
00001121602456	00058.416795	S	0.006825
00001121733492	00058.423619	W	0.034545
00001122396756	00058.458164	S	1.236560
00001146138700	00059.694724	W	0.002018
00001146177444	00059.696742	S	0.006876
00001146309460	00059.703618	W	0.034554
00001146972888	00059.738171	S	1.236532
00001170714304	00060.974703	W	0.002007
00001170752832	00060.976710	S	0.006908
00001170885464	00060.983618	W	0.034569
00001171549188	00061.018187	S	1.236530
00001195290572	00062.254717	W	0.006079
00001195407296	00062.260797	S	0.002821
00001195461452	00062.263617	W	0.034549
00001196124800	00062.298167	S	1.236536
00001219866296	00063.534703	W	0.001928
00001219903320	00063.536631	S	0.006982
00001220037380	00063.543614	W	0.034578
00001220701280	00063.578192	S	1.236522
00001244442512	00064.814714	W	0.001939
00001244479732	00064.816653	S	0.006960
00001244613368	00064.823613	W	0.124556
00001247004852	00064.948169	S	1.146576
00001269019120	00066.094746	W	0.001962
00001269056784	00066.096707	S	0.006905
00001269189368	00066.103613	W	0.034536
00001269852452	00066.138149	S	0.314471
00001275890304	00066.452620	W	0.001074
00001275910932	00066.453694	S	0.000053
00001275911948	00066.453747	W	0.000076
00001275913416	00066.453824	S	0.000112
00001275915572	00066.453936	W	0.000038
00001275916300	00066.453974	S	0.000047
00001275917196	00066.454021	W	0.000021
00001275917592	00066.454041	S	0.000064
00001275918816	00066.454105	W	0.000092
00001275920580	00066.454197	S	0.920675
00001293597536	00067.374872	W	0.001559
00001293627464	00067.376430	S	0.007180
00001293765328	00067.383611	W	0.034554
00001294428772	00067.418165	S	0.428059
00001302647504	00067.846224	W	0.008156
00001302804100	00067.854380	S	0.007685
00001302951660	00067.862066	W	0.007671
00001303098948	00067.869737	S	0.007785
00001303248428	00067.877522	W	0.003575
00001303317076	00067.881098	S	0.005255
00001303417972	00067.886353	W	0.001461
00001303446020	00067.887814	S	0.014458
00001303723620	00067.902272	W	0.000857
00001303740076	00067.903129	S	0.000070
00001303741416	00067.903199	W	0.000083
00001303743016	00067.903282	S	0.000104
00001303745016	00067.903386	W	0.000076
00001303746472	00067.903462	S	0.000048
00001303747392	00067.903510	W	0.000020
00001303747784	00067.903530	S	0.000046
00001303748664	00067.903576	W	0.000092
00001303750432	00067.903668	S	0.008537
00001303914348	00067.912206	W	0.003478
00001303981124	00067.915684	S	0.005065
00001304078368	00067.920748	W	0.001446
00001304106132	00067.922194	S	0.000107
00001304108196	00067.922302	W	0.000299
00001304113928	00067.922600	S	0.022558
00001304547040	00067.945158	W	0.004940
00001304641880	00067.950098	S	0.005518
00001304747824	00067.955616	W	0.000829
00001304763732	00067.956444	S	0.000078
00001304765236	00067.956523	W	0.000040
00001304766008	00067.956563	S	0.000051
00001304766984	00067.956614	W	0.000039
00001304767724	00067.956652	S	0.000055
00001304768780	00067.956707	W	0.000020
00001304769160	00067.956727	S	0.000070
00001304770504	00067.956797	W	0.000091
00001304772244	00067.956888	S	0.007401
00001304914340	00067.964289	W	0.005106
00001305012384	00067.969395	S	0.005077
00001305109864	00067.974472	W	0.001531
00001305139268	00067.976004	S	0.000106
00001305141296	00067.976109	W	0.000297
00001305147000	00067.976406	S	0.679262
00001318188828	00068.655668	W	0.006394
00001318311584	00068.662062	S	0.001549
00001318341328	00068.663611	W	0.034668
00001319006960	00068.698279	S	1.236365
00001342745168	00069.934644	W	0.001937
00001342782352	00069.936581	S	0.006927
00001342915356	00069.943508	W	0.034846
00001343584404	00069.978354	S	1.236324
00001367321832	00071.214679	W	0.006577
00001367448104	00071.221255	S	0.000033
00001367448732	00071.221288	W	0.000066
00001367450000	00071.221354	S	0.002149
00001367491264	00071.223503	W	0.034603
00001368155632	00071.258106	S	0.562127
00001378948476	00071.820233	W	0.012188
00001379182484	00071.832421	S	0.663350
00001391918808	00072.495771	W	0.006185
00001392037568	00072.501957	S	0.001549
00001392067316	00072.503506	W	0.034751
00001392734528	00072.538257	S	0.285023
00001398206968	00072.823280	W	0.001326
00001398232428	00072.824606	S	0.000089
00001398234136	00072.824695	W	0.000276
00001398239436	00072.824971	S	0.004069
00001398317552	00072.829039	W	0.000396
00001398325152	00072.829435	S	0.045343
00001399195740	00072.874778	W	0.000629
00001399207808	00072.875407	S	0.003856
00001399281836	00072.879262	W	0.000355
00001399288644	00072.879617	S	0.043425
00001400122396	00072.923041	W	0.000215
00001400126516	00072.923256	S	0.006223
00001400246000	00072.929479	W	0.000771
00001400260804	00072.930250	S	0.044874
00001401122392	00072.975125	W	0.000500
00001401131984	00072.975624	S	0.004183
00001401212292	00072.979807	W	0.000635
00001401224480	00072.980442	S	0.043111
00001402052212	00073.023553	W	0.000224
00001402056512	00073.023777	S	0.006218
00001402175900	00073.029995	W	0.000695
00001402189248	00073.030690	S	0.043102
00001403016804	00073.073792	W	0.000511
00001403026620	00073.074303	S	0.005938
00001403140636	00073.080241	W	0.000645
00001403153020	00073.080886	S	0.043111
00001403980756	00073.123998	W	0.000229
00001403985144	00073.124226	S	0.006204
00001404104260	00073.130430	W	0.000691
00001404117520	00073.131121	S	0.043154
00001404946080	00073.174275	W	0.000231
00001404950524	00073.174506	S	0.006168
00001405068948	00073.180674	W	0.000694
00001405082280	00073.181369	S	0.043071
00001405909236	00073.224439	W	0.000253
00001405914096	00073.224693	S	0.006197
00001406033084	00073.230890	W	0.000701
00001406046548	00073.231591	S	0.043085
00001406873788	00073.274676	W	0.000712
00001406887452	00073.275388	S	0.005750
00001406997848	00073.281138	W	0.000660
00001407010512	00073.281797	S	0.043121
00001407838444	00073.324919	W	0.002097
00001407878700	00073.327016	S	0.004336
00001407961948	00073.331351	W	0.000736
00001407976076	00073.332087	S	0.043097
00001408803532	00073.375184	W	0.000255
00001408808428	00073.375439	S	0.006184
00001408927164	00073.381623	W	0.000637
00001408939392	00073.382260	S	0.043099
00001409766896	00073.425359	W	0.000220
00001409771112	00073.425579	S	0.006224
00001409890612	00073.431803	W	0.000790
00001409905772	00073.432592	S	0.342313
00001416478180	00073.774905	W	0.001804
00001416512812	00073.776709	S	0.006794
00001416643264	00073.783503	W	0.034686
00001417309228	00073.818189	S	1.236360
00001441047348	00075.054549	W	0.001917
00001441084156	00075.056466	S	0.007036
00001441219240	00075.063502	W	0.124661
00001443612740	00075.188164	S	1.146556
00001465626616	00076.334720	W	0.001969
00001465664416	00076.336688	S	0.006816
00001465795276	00076.343504	W	0.034843
00001466464260	00076.378347	S	1.236225
00001490199784	00077.614572	W	0.001872
00001490235724	00077.616444	S	0.007057
00001490371212	00077.623501	W	0.034639
00001491036276	00077.658139	S	1.240288
00001514849808	00078.898427	W	0.001898
00001514886240	00078.900325	S	0.003173
00001514947156	00078.903498	W	0.034602
00001515611516	00078.938100	S	1.240282
00001539424932	00080.178382	W	0.001898
00001539461364	00080.180279	S	0.003220
00001539523184	00080.183499	W	0.034649
00001540188448	00080.218148	S	1.240186
00001564000016	00081.458334	W	0.001925
00001564036968	00081.460259	S	0.003240
00001564099180	00081.463499	W	0.034765
00001564766664	00081.498264	S	1.240053
00001588575672	00082.738316	W	0.003501
00001588642900	00082.741818	S	0.001683
00001588675212	00082.743501	W	0.099775
00001590590896	00082.843276	S	1.175050
00001613151852	00084.018326	W	0.001990
00001613190056	00084.020315	S	0.003182
00001613251148	00084.023497	W	0.099821
00001615167708	00084.123318	S	0.738437
00001629345704	00084.861755	W	0.001091
00001629366656	00084.862847	S	0.000115
00001629368856	00084.862961	W	0.000737
00001629383008	00084.863698	S	0.005806
00001629494480	00084.869504	W	0.000800
00001629509836	00084.870304	S	0.000073
00001629511228	00084.870376	W	0.000039
00001629511984	00084.870416	S	0.000053
00001629512996	00084.870469	W	0.000039
00001629513736	00084.870507	S	0.000049
00001629514668	00084.870556	W	0.000037
00001629515388	00084.870593	S	0.000056
00001629516460	00084.870649	W	0.000020
00001629516836	00084.870669	S	0.000072
00001629518220	00084.870741	W	0.000092
00001629519996	00084.870833	S	0.423257
00001637646524	00085.294090	W	0.001857
00001637682176	00085.295947	S	0.007549
00001637827116	00085.303496	W	0.124658
00001640220544	00085.428153	S	1.150346
00001662307192	00086.578500	W	0.001886
00001662343408	00086.580386	S	0.003210
00001662405044	00086.583596	W	0.034525
00001663067932	00086.618121	S	0.144347
00001665839388	00086.762468	W	 - 

End : 2845549, 86.839290sec
